"bowler1","batsman1","wicketTaken"
"AC Evans","D Cleaver",1
"AC Evans","Faizan Asif",1
"AC Evans","Fakhar Zaman",1
"AC Evans","Fayyaz Butt",1
"AC Evans","GC Wilson",1
"AC Evans","I Kaia",1
"AC Evans","Jatinder Singh",1
"AC Evans","JJ Atkinson",1
"AC Evans","JNK Shannon",1
"AC Evans","Junaid Siddique (2)",1
"AC Evans","KJ O'Brien",1
"AC Evans","Manpreet Singh",1
"AC Evans","Mehran Khan",1
"AC Evans","Mohammad Shahzad (2)",1
"AC Evans","MP O'Dowd",2
"AC Evans","Naseem Khushi",1
"AC Evans","Nizakat Khan",1
"AC Evans","OGL Bascome",1
"AC Evans","PW Borren",1
"AC Evans","RE van der Merwe",1
"AC Evans","Sandeep Goud",1
"AC Evans","SC Getkate",1
"AC Evans","SC Williams",1
"AC Evans","Shoaib Malik",1
"AC Evans","Sikandar Raza",1
"AC Evans","Sikander Zulfiqar",1
"AC Evans","SJ Myburgh",1
"AC Evans","Suraj Kumar",1
"AC Evans","Tanwir Afzal",1
"AC Evans","TP Visee",2
"AC Evans","Umair Ali",1
"AC Evans","V Sibanda",1
"AC Evans","W Barresi",1
"AC Evans","Zeeshan Maqsood",1
"AC Voges","Harbhajan Singh",1
"AC Voges","S Sreesanth",1
"ACF Stokes","AM Tribe",1
"ACF Stokes","IA De Silva",1
"ACF Stokes","JW Jenner",1
"ACF Stokes","KC D'Souza",1
"ACF Stokes","M Simpson-Parker",1
"ACF Stokes","Mudassar Muhammad",1
"ACF Stokes","NA Greenwood",1
"ACF Stokes","Noman Amjad",1
"ACF Stokes","P Mishra",1
"ACF Stokes","Rakibul Hasan",1
"ACF Stokes","Raza Iqbal",1
"ACF Stokes","Razmal Shigiwal",1
"ACF Stokes","V Vijh",1
"ACF Stokes","VB Chikkannaiah",1
"ACF Stokes","Waqar Khan",1
"AD Mascarenhas","Ahmed Shehzad",1
"AD Mascarenhas","BRM Taylor",1
"AD Mascarenhas","CD McMillan",1
"AD Mascarenhas","DS Smith",1
"AD Mascarenhas","G Gambhir",1
"AD Mascarenhas","JM How",2
"AD Mascarenhas","JM Kemp",1
"AD Mascarenhas","S Chanderpaul",1
"AD Mascarenhas","SB Styris",1
"AD Mascarenhas","SB Styris",2
"AD Mascarenhas","T Taibu",1
"AD Mascarenhas","V Sibanda",1
"AD Mathews","AB de Villiers",3
"AD Mathews","AJ Redmond",1
"AD Mathews","AM Rahane",1
"AD Mathews","BB McCullum",1
"AD Mathews","BJ Haddin",1
"AD Mathews","DA Warner",1
"AD Mathews","DJ Bravo",1
"AD Mathews","DL Vettori",1
"AD Mathews","G Gambhir",1
"AD Mathews","J Charles",1
"AD Mathews","Jahurul Islam",1
"AD Mathews","JJ Roy",1
"AD Mathews","JM Vince",1
"AD Mathews","Kamran Akmal",1
"AD Mathews","Khalid Latif",1
"AD Mathews","LMP Simmons",2
"AD Mathews","LRPL Taylor",2
"AD Mathews","MA Carberry",1
"AD Mathews","MN Samuels",1
"AD Mathews","Mohammad Mithun",1
"AD Mathews","Mohammad Shahzad",1
"AD Mathews","MR Swart",1
"AD Mathews","Mukhtar Ahmed",1
"AD Mathews","Mushfiqur Rahim",1
"AD Mathews","Nasir Jamshed",1
"AD Mathews","NT Broom",1
"AD Mathews","PW Borren",1
"AD Mathews","RG Sharma",2
"AD Mathews","S Chanderpaul",1
"AD Mathews","Salman Butt",1
"AD Mathews","Shamsur Rahman",1
"AD Mathews","Shoaib Malik",1
"AD Mathews","SR Watson",1
"AD Mathews","Umar Akmal",1
"AD Mathews","W Barresi",1
"AD Mathews","XM Marshall",1
"AD Mathews","Yuvraj Singh",1
"AD Russell","AD Hales",1
"AD Russell","AD Mathews",1
"AD Russell","AK Markram",1
"AD Russell","AM Rahane",2
"AD Russell","Ariful Haque",1
"AD Russell","AT Carey",1
"AD Russell","BR McDermott",1
"AD Russell","DA Miller",1
"AD Russell","F du Plessis",1
"AD Russell","F du Plessis",2
"AD Russell","HE van der Dussen",1
"AD Russell","JE Root",1
"AD Russell","JJ Roy",1
"AD Russell","KIC Asalanka",1
"AD Russell","KMDN Kulasekara",1
"AD Russell","MC Henriques",1
"AD Russell","MDKJ Perera",2
"AD Russell","Mohammad Hafeez",1
"AD Russell","Mohammad Nabi",1
"AD Russell","Mohammad Salman",1
"AD Russell","MR Marsh",1
"AD Russell","MS Wade",2
"AD Russell","Q de Kock",2
"AD Russell","Saeed Ajmal",1
"AD Russell","Shafiqullah",1
"AD Russell","Shakib Al Hasan",1
"AD Russell","Sohag Gazi",1
"AD Russell","SW Billings",1
"AD Russell","Tamim Iqbal",2
"AD Russell","TG Southee",1
"AD Russell","TT Bresnan",1
"AD Russell","TT Bresnan",1
"AD Russell","V Kohli",1
"AD Russell","Ziaur Rahman",1
"Adil Butt","Ansh Tandon",1
"ADL Stokoe","M Kyriacou",1
"ADL Stokoe","MMR Obili",1
"ADL Stokoe","S Austin",1
"Adnan Idrees","Ahmed Hassan",1
"Adnan Idrees","Imran Khan (5)",1
"Adnan Idrees","Iqbal Hussain",1
"Adnan Idrees","Junaid Aziz",1
"Adnan Idrees","Mohamed Mahfooz",1
"Adnan Idrees","Muhammad Tanveer",1
"Adnan Idrees","WJ Malinda",1
"Adnan Idrees","Yasim Murtaza",1
"Adnan Idrees","Zaheer Ibrahim",1
"AF Ifill","DAP Darrell",1
"AF Ifill","HR Walsh",1
"AF Ifill","NS Dhaliwal",1
"AF Ifill","O Bascome",1
"AF Ifill","XM Marshall",1
"AF Milne","A Nehra",1
"AF Milne","Afif Hossain",1
"AF Milne","Ahmed Shehzad",1
"AF Milne","Anwar Ali",1
"AF Milne","Babar Azam",1
"AF Milne","Fakhar Zaman",1
"AF Milne","GSNFG Jayasuriya",1
"AF Milne","H Masakadza",1
"AF Milne","HM Amla",2
"AF Milne","JM Bairstow",1
"AF Milne","LMP Simmons",1
"AF Milne","Mahmudullah",1
"AF Milne","MD Gunathilaka",1
"AF Milne","Mohammad Hafeez",2
"AF Milne","Mohammad Shahzad",1
"AF Milne","Nazmul Hossain Shanto",1
"AF Milne","Nurul Hasan",1
"AF Milne","RR Pant",1
"AF Milne","RW Chakabva",1
"AF Milne","Sarfraz Ahmed",1
"AF Milne","Sarfraz Ahmed",2
"AF Milne","Shahid Afridi",1
"AF Milne","Sharjeel Khan",1
"AF Milne","Shoaib Malik",1
"AF Milne","Shoriful Islam",1
"AF Milne","Soumya Sarkar",1
"AF Milne","SS Iyer",1
"AF Milne","Umar Akmal",4
"AF Milne","Wahab Riaz",1
"Afif Hossain","Asghar Stanikzai",1
"Afif Hossain","BKG Mendis",1
"Afif Hossain","CR Ervine",1
"Afif Hossain","Hazratullah",1
"Afif Hossain","Najibullah Zadran",1
"Afif Hossain","Q de Kock",1
"Afif Hossain","R Powell",1
"Afif Hossain","S Dube",1
"Afif Hossain","Sikandar Raza",1
"Afif Hossain","WA Young",1
"Aftab Alam","Amir Ali",1
"Aftab Alam","EC Joyce",1
"Aftab Alam","GC Wilson",2
"Aftab Alam","Jatinder Singh",1
"Aftab Alam","MM Iqbal",1
"Aftab Alam","Mohammad Nadeem",1
"Aftab Alam","PR Stirling",1
"Aftab Alam","SF Mire",1
"Aftab Alam","Simi Singh",1
"Aftab Hussain","Ahmed Faiz Mohammad Noor",2
"Aftab Hussain","Aminuddin Ramly",1
"Aftab Hussain","B Bhandari",1
"Aftab Hussain","G Malla",1
"Aftab Hussain","K Waiswa",1
"Aftab Hussain","Khizar Hayat",2
"Aftab Hussain","N Pathan",1
"Aftab Hussain","P Sarraf",1
"Aftab Hussain","R Rohan",1
"Aftab Hussain","Robert Raina",1
"Aftab Hussain","S Chandramohan",1
"Aftab Hussain","Syed Aziz",2
"Aftab Hussain","Virandeep Singh",2
"Aftab Kayani","A Halbhavi",1
"Aftab Kayani","A Kheterpal",1
"Aftab Kayani","Amar Sharma",1
"Aftab Kayani","D Nikolov",1
"Aftab Kayani","LA Dunbar",1
"Aftab Kayani","M Cope",1
"Aftab Kayani","S Tosic",1
"Aftab Kayani","Sulaiman Ali",1
"Aftab Kayani","VP Thamotharam",1
"AG Cremer","AM Rahane",1
"AG Cremer","Asghar Stanikzai",2
"AG Cremer","AT Rayudu",1
"AG Cremer","DJG Sammy",1
"AG Cremer","DM Bravo",1
"AG Cremer","GC Smith",1
"AG Cremer","GD Elliott",1
"AG Cremer","KA Pollard",1
"AG Cremer","Karim Sadiq",2
"AG Cremer","KC Sangakkara",1
"AG Cremer","M Vijay",1
"AG Cremer","Mahmudullah",1
"AG Cremer","MK Pandey",1
"AG Cremer","Mohammad Hafeez",1
"AG Cremer","Mohammad Shahzad",1
"AG Cremer","Mukhtar Ahmed",1
"AG Cremer","Mushfiqur Rahim",3
"AG Cremer","Nasir Hossain",1
"AG Cremer","Sabbir Rahman",2
"AG Cremer","Shakib Al Hasan",1
"AG Cremer","Shoaib Malik",1
"AG Cremer","Soumya Sarkar",2
"AG Cremer","STR Binny",1
"AG Cremer","STR Binny",1
"AG Cremer","Tamim Iqbal",2
"AG Cremer","TM Dilshan",1
"AG Cremer","Umar Akmal",1
"AG Cremer","Usman Ghani",1
"AG Weligamage","Aaftab Alam Khan",1
"AG Weligamage","B Arora",1
"AG Weligamage","HS Gericke",1
"AG Weligamage","KJ Ferrary",1
"AG Weligamage","S Davizi",1
"AG Weligamage","Saim Hussain",1
"AG Weligamage","TC Barker",1
"Ahmad Khalid Ahmadzai","A Kheterpal",1
"Ahmad Khalid Ahmadzai","AG Weligamage",1
"Ahmad Khalid Ahmadzai","IDM Latin",1
"Ahmad Khalid Ahmadzai","J Jojo",1
"Ahmad Khalid Ahmadzai","Musa Shaheen",1
"Ahmad Khalid Ahmadzai","Omar Hayat",1
"Ahmadullah Shinwari","Awais Ahmed",1
"Ahmadullah Shinwari","C Rumistrzewicz",1
"Ahmadullah Shinwari","Faheem Nazir",1
"Ahmadullah Shinwari","G Mckeon",1
"Ahmadullah Shinwari","IDA Damarell",1
"Ahmadullah Shinwari","K Vislapuu",1
"Ahmadullah Shinwari","L Canessane",1
"Ahmadullah Shinwari","Mohammad Kamran",1
"Ahmed Hassan","GK Ghalley",1
"Ahmed Hassan","Namgay Thinley",1
"Ahmed Hassan","T Jamtsho",1
"Ahmed Hassan","Tenjin Rabgey",1
"Ahmed Raza","A Balbirnie",3
"Ahmed Raza","Aamir Kaleem",1
"Ahmed Raza","Ahsan Abbasi",1
"Ahmed Raza","AM Oyede",1
"Ahmed Raza","Amir Ali",1
"Ahmed Raza","Aphsal Ashraf",1
"Ahmed Raza","Asghar Stanikzai",1
"Ahmed Raza","B Yadav",1
"Ahmed Raza","Bilal Tahir",1
"Ahmed Raza","BN Cooper",1
"Ahmed Raza","BN Cooper",1
"Ahmed Raza","C Bisson",1
"Ahmed Raza","DS Airee",1
"Ahmed Raza","Faisal Khan",1
"Ahmed Raza","G Malla",1
"Ahmed Raza","GJ Delany",1
"Ahmed Raza","Gulbadin Naib",1
"Ahmed Raza","HG Munsey",1
"Ahmed Raza","Khawar Ali",1
"Ahmed Raza","Khurram Shahzad",1
"Ahmed Raza","KS Airee",1
"Ahmed Raza","L Siaka",1
"Ahmed Raza","Mohammad Shahzad",1
"Ahmed Raza","MS Chapman",1
"Ahmed Raza","Muhammad Tanveer",1
"Ahmed Raza","R Sandaruwan",1
"Ahmed Raza","S Lamichhane",1
"Ahmed Raza","Shamsudheen Purat",1
"Ahmed Raza","Sikandar Raza",1
"Ahmed Raza","SW Poynter",1
"Ahmed Raza","Usman Ghani",1
"Ahmed Wardak","ACF Stokes",1
"Ahmed Wardak","GP Meade",1
"Ahmed Wardak","J Jojo",1
"Ahmed Wardak","Khizer Ahmed",1
"Ahmed Wardak","LJ Barker",1
"Ahmed Wardak","NA Maiolo",1
"Ahmed Wardak","Rizwan Mahmood",1
"Ahmed Wardak","SA Ahmad",1
"Ahmed Wardak","TCR Kimber",1
"Ahmed Wardak","W Peatfield",1
"Ahsan Khan","Abhijeet Ahuja",1
"Ahsan Khan","Noorkhan Ahmedi",1
"Ahsan Khan","NR Johns-Wickberg",1
"Ahsan Khan","RJ Hatchman",1
"Ahsan Khan","RL Vitas",1
"Ahsan Khan","Zahir Mohammed",1
"Ahsan Malik","AA Obanda",1
"Ahsan Malik","AD Poynter",1
"Ahsan Malik","Amjad Javed",1
"Ahsan Malik","AS Hansra",1
"Ahsan Malik","B Regmi",1
"Ahsan Malik","BE Hendricks",1
"Ahsan Malik","DA Miller",1
"Ahsan Malik","DW Steyn",1
"Ahsan Malik","Faizan Asif",1
"Ahsan Malik","Gulbadin Naib",1
"Ahsan Malik","H Osinde",1
"Ahsan Malik","HM Amla",1
"Ahsan Malik","JA Morkel",1
"Ahsan Malik","Kamran Shazad",1
"Ahsan Malik","Mahmudullah",1
"Ahsan Malik","MDKJ Perera",1
"Ahsan Malik","MH Cross",1
"Ahsan Malik","Mirwais Ashraf",1
"Ahsan Malik","Mohammad Naveed",1
"Ahsan Malik","Mohammad Shahzad",1
"Ahsan Malik","MW Machan",1
"Ahsan Malik","Najibullah Zadran",1
"Ahsan Malik","Naseem Khushi",1
"Ahsan Malik","Nawroz Mangal",1
"Ahsan Malik","Nizakat Khan",1
"Ahsan Malik","PS Airee",1
"Ahsan Malik","RD Berrington",1
"Ahsan Malik","RR Patel",2
"Ahsan Malik","S Vesawkar",1
"Ahsan Malik","Samiullah Shenwari",1
"Ahsan Malik","SC Williams",1
"Ahsan Malik","Shakib Al Hasan",1
"Ahsan Malik","Shapoor Zadran",1
"Ahsan Malik","Sikandar Raza",1
"Ahsan Malik","Sompal Kami",2
"Ahsan Malik","V Shetty",1
"Ahsan Malik","WTS Porterfield",1
"Aizaz Cheema","KM Jarvis",1
"Aizaz Cheema","LD Chandimal",1
"Aizaz Cheema","Mahmudullah",1
"Aizaz Cheema","NLTC Perera",1
"Aizaz Cheema","RS Bopara",1
"Aizaz Cheema","RW Price",1
"Aizaz Cheema","SCJ Broad",1
"Aizaz Cheema","SL Malinga",1
"Aizaz Cheema","WU Tharanga",1
"Aizaz Khan","Aaqib Sulehri",1
"Aizaz Khan","Amir Ali",1
"Aizaz Khan","Anwar Arudin",1
"Aizaz Khan","Asghar Stanikzai",2
"Aizaz Khan","B Regmi",1
"Aizaz Khan","BV Save",1
"Aizaz Khan","CN Onwuzulike",1
"Aizaz Khan","CS MacLeod",1
"Aizaz Khan","D Ajekun",1
"Aizaz Khan","G Malla",1
"Aizaz Khan","GC Wilson",1
"Aizaz Khan","GJ Thompson",1
"Aizaz Khan","Gulbadin Naib",1
"Aizaz Khan","J Miyaji",1
"Aizaz Khan","J Mulder",1
"Aizaz Khan","Jatinder Singh",1
"Aizaz Khan","JNK Shannon",1
"Aizaz Khan","Junaid Siddique (2)",1
"Aizaz Khan","JW Jenner",1
"Aizaz Khan","K Waiswa",1
"Aizaz Khan","Karim Sadiq",1
"Aizaz Khan","Khawar Ali",1
"Aizaz Khan","Khizar Hayat",1
"Aizaz Khan","KJ Coetzer",1
"Aizaz Khan","Meet Bhavsar",1
"Aizaz Khan","MH Cross",2
"Aizaz Khan","MN Waller",1
"Aizaz Khan","Mohamed Arief",1
"Aizaz Khan","Mohammad Nabi",1
"Aizaz Khan","Mohammad Nadeem",1
"Aizaz Khan","Mohammad Shahzad (2)",1
"Aizaz Khan","N Senamontree",1
"Aizaz Khan","NR Kumar",1
"Aizaz Khan","PL Mommsen",1
"Aizaz Khan","PR Stirling",1
"Aizaz Khan","R Sandaruwan",1
"Aizaz Khan","RB Patel",1
"Aizaz Khan","RE van der Merwe",1
"Aizaz Khan","RG Mukasa",1
"Aizaz Khan","Riazat Ali Shah",1
"Aizaz Khan","RP Magar",1
"Aizaz Khan","S Muniandy",1
"Aizaz Khan","S Sesazi",1
"Aizaz Khan","SJ Myburgh",1
"Aizaz Khan","Sultan Ahmed (2)",1
"Aizaz Khan","Syed Aziz",2
"Aizaz Khan","TH David",1
"Aizaz Khan","TP Ura",1
"Aizaz Khan","U Aryaman Sunil",1
"Aizaz Khan","V Baskaran",1
"Aizaz Khan","V Baskaran",1
"Aizaz Khan","V Sibanda",1
"Aizaz Khan","Virandeep Singh",3
"Aizaz Khan","Zeeshan Maqsood",2
"Aizaz Khan","Zeeshan Siddiqui",1
"AJ Hall","AC Gilchrist",1
"AJ Hall","GB Hogg",1
"AJ Hall","RT Ponting",1
"AJ Hosein","A Balbirnie",1
"AJ Hosein","AJ Finch",1
"AJ Hosein","Babar Azam",1
"AJ Hosein","Fakhar Zaman",1
"AJ Hosein","JJ Roy",1
"AJ Hosein","JM Bairstow",1
"AJ Hosein","JM Vince",3
"AJ Hosein","LA Dawson",1
"AJ Hosein","LS Livingstone",2
"AJ Hosein","M Shumba",1
"AJ Hosein","MJ Guptill",1
"AJ Hosein","MJ Santner",1
"AJ Hosein","Mohammad Rizwan",1
"AJ Hosein","Munim Shahriar",1
"AJ Hosein","Nurul Hasan",1
"AJ Hosein","PD Salt",1
"AJ Hosein","RG Sharma",1
"AJ Hosein","RR Hendricks",1
"AJ Hosein","RR Pant",1
"AJ Hosein","SA Yadav",1
"AJ Hosein","Soumya Sarkar",1
"AJ Hosein","SPD Smith",1
"AJ Hosein","SS Iyer",1
"AJ Hosein","SW Billings",2
"AJ Hosein","T Bavuma",1
"AJ McKay","BAW Mendis",1
"AJ McKay","S Randiv",1
"AJ Michael","A Parima",1
"AJ Michael","M Beitaki",1
"AJ Michael","SM Tupou",1
"AJ Redmond","Shahid Afridi",1
"AJ Redmond","Shoaib Malik",1
"AJ Turner","DAS Gunaratne",1
"AJ Turner","Mahedi Hasan",1
"AJ Turner","TAM Siriwardana",1
"AJ Turner","WU Tharanga",1
"AJ Tye","AD Russell",1
"AJ Tye","Babar Azam",1
"AJ Tye","C Munro",1
"AJ Tye","CH Morris",1
"AJ Tye","DA Miller",1
"AJ Tye","DM Bravo",1
"AJ Tye","E Chigumbura",2
"AJ Tye","EMDY Munaweera",1
"AJ Tye","Faheem Ashraf",1
"AJ Tye","Hasan Ali",1
"AJ Tye","Hussain Talat",1
"AJ Tye","Imad Wasim",1
"AJ Tye","IS Sodhi",2
"AJ Tye","JM Bairstow",1
"AJ Tye","JM Vince",1
"AJ Tye","JP Duminy",1
"AJ Tye","KL Rahul",1
"AJ Tye","KMDN Kulasekara",1
"AJ Tye","KS Williamson",1
"AJ Tye","Kuldeep Yadav",1
"AJ Tye","Kuldeep Yadav",1
"AJ Tye","Mahedi Hasan",1
"AJ Tye","MJ Guptill",1
"AJ Tye","MJ Santner",2
"AJ Tye","MN Waller",1
"AJ Tye","Mohammad Naveed",1
"AJ Tye","Mohammad Nawaz (3)",1
"AJ Tye","MS Dhoni",1
"AJ Tye","N Pooran",1
"AJ Tye","Nurul Hasan",1
"AJ Tye","PJ Moor",1
"AJ Tye","RP Burl",1
"AJ Tye","RR Pant",2
"AJ Tye","Sarfraz Ahmed",2
"AJ Tye","SF Mire",1
"AJ Tye","SF Mire",1
"AJ Tye","Shadab Khan",2
"AJ Tye","Shaiman Anwar",1
"AJ Tye","Shakib Al Hasan",1
"AJ Tye","Shamim Hossain",1
"AJ Tye","Shoaib Malik",1
"AJ Tye","Shoriful Islam",1
"AJ Tye","TAM Siriwardana",1
"AJ Tye","TG Southee",1
"AJ Tye","TK Curran",1
"AJ Tye","V Kohli",1
"AK Kitchen","Haris Sohail",1
"AK Kitchen","R Powell",1
"AK Markram","HT Tector",1
"AK Markram","KIC Asalanka",1
"AK Markram","MDKJ Perera",1
"AK Markram","MM Ali",1
"AK Markram","PBB Rajapaksa",1
"AK Markram","PHKD Mendis",1
"AK Markram","SJ Myburgh",1
"AK Muslar","R Pathan",1
"Akhil Anil","Sami Sohail",1
"Akhil Anil","T Tshose",1
"Akif Raja","A Balbirnie",1
"Akif Raja","KJ O'Brien",1
"Akif Raja","PR Stirling",1
"Akramullah Malikzada","S Bodha",1
"AL Phehlukwayo","AD Hales",1
"AL Phehlukwayo","AK Perera",1
"AL Phehlukwayo","Asif Ali",1
"AL Phehlukwayo","AT Carey",1
"AL Phehlukwayo","AU Rashid",1
"AL Phehlukwayo","BR McDermott",1
"AL Phehlukwayo","CJ Anderson",1
"AL Phehlukwayo","DJ Malan",2
"AL Phehlukwayo","DM de Silva",1
"AL Phehlukwayo","Faheem Ashraf",2
"AL Phehlukwayo","Haider Ali",3
"AL Phehlukwayo","Hasan Ali",1
"AL Phehlukwayo","Hussain Talat",1
"AL Phehlukwayo","I Udana",1
"AL Phehlukwayo","JC Buttler",1
"AL Phehlukwayo","JJ Roy",1
"AL Phehlukwayo","JL Denly",2
"AL Phehlukwayo","JM Bairstow",3
"AL Phehlukwayo","KS Williamson",1
"AL Phehlukwayo","LE Plunkett",1
"AL Phehlukwayo","LS Livingstone",1
"AL Phehlukwayo","Mahmudullah",1
"AL Phehlukwayo","Mehedi Hasan Miraz",1
"AL Phehlukwayo","MJ Santner",1
"AL Phehlukwayo","MP Stoinis",1
"AL Phehlukwayo","N Dickwella",1
"AL Phehlukwayo","NLTC Perera",1
"AL Phehlukwayo","PJ Moor",1
"AL Phehlukwayo","RG Sharma",1
"AL Phehlukwayo","S Dhawan",1
"AL Phehlukwayo","SC Getkate",1
"AL Phehlukwayo","Shoaib Malik",1
"AL Phehlukwayo","Shoaib Malik",1
"AL Phehlukwayo","Shoaib Malik",1
"AL Phehlukwayo","SK Raina",1
"AL Phehlukwayo","SL Malinga",1
"AL Phehlukwayo","Soumya Sarkar",1
"AL Phehlukwayo","Taskin Ahmed",1
"AL Phehlukwayo","TS Chisoro",1
"AL Phehlukwayo","WIA Fernando",1
"AL Stephen","DP Michael",1
"AL Stephen","DS Maraiwai",1
"AL Stephen","F Suluoto",1
"AL Stephen","N Acawei",1
"AL Stephen","S Cotter",1
"AL Stephen","S Muniandy",1
"AL Stephen","Syed Aziz",1
"AL Stephen","T Parima",1
"Al-Amin Hossain","AD Mathews",1
"Al-Amin Hossain","AD Russell",1
"Al-Amin Hossain","AG Cremer",1
"Al-Amin Hossain","AJ Finch",1
"Al-Amin Hossain","Anwar Ali",1
"Al-Amin Hossain","B Bhandari",1
"Al-Amin Hossain","Babar Hayat",1
"Al-Amin Hossain","C Munro",1
"Al-Amin Hossain","CJ Anderson",1
"Al-Amin Hossain","DA Warner",1
"Al-Amin Hossain","DJ Bravo",1
"Al-Amin Hossain","DJG Sammy",1
"Al-Amin Hossain","G Malla",1
"Al-Amin Hossain","HH Pandya",2
"Al-Amin Hossain","Imad Wasim",1
"Al-Amin Hossain","Khawar Ali",1
"Al-Amin Hossain","Khurram Manzoor",1
"Al-Amin Hossain","KL Rahul",1
"Al-Amin Hossain","KMDN Kulasekara",1
"Al-Amin Hossain","L Ronchi",1
"Al-Amin Hossain","LM Jongwe",1
"Al-Amin Hossain","LRPL Taylor",1
"Al-Amin Hossain","MD Shanaka",1
"Al-Amin Hossain","MN Samuels",1
"Al-Amin Hossain","MN Waller",1
"Al-Amin Hossain","Muhammad Kaleem",1
"Al-Amin Hossain","R Mutumbami",1
"Al-Amin Hossain","RG Sharma",2
"Al-Amin Hossain","RW Chakabva",1
"Al-Amin Hossain","S Dhawan",2
"Al-Amin Hossain","Sagar Pun",1
"Al-Amin Hossain","SC Williams",2
"Al-Amin Hossain","Shahid Afridi",2
"Al-Amin Hossain","Sikandar Raza",1
"Al-Amin Hossain","Sikandar Raza",2
"Al-Amin Hossain","SK Raina",1
"Al-Amin Hossain","TLW Cooper",1
"Al-Amin Hossain","TS Kamunhukamwe",1
"Al-Amin Hossain","UT Khawaja",1
"Al-Amin Hossain","W Barresi",1
"Alam Nakash","IK Gamantika",1
"Alam Nakash","IKEG Artawan",1
"Alam Nakash","PR Surve",1
"Alam Nakash","S Ravichandran",1
"Alexandros Karvelas","Azam Khalil",1
"Alexandros Karvelas","SD Valjalo",1
"Ali Abdulla Popalzae","A Venkatesh",1
"Ali Abdulla Popalzae","Hamid Mahmood",1
"Ali Abdulla Popalzae","Imal Zuwak",1
"Ali Hasan","JD Newton",1
"Ali Hasan","Mohammad Ihsan",1
"Ali Hasan","Muhammad Yasin",1
"Ali Hasan","Raja Adeel",1
"Ali Hasan","SD Valjalo",1
"Ali Hasan","W Boshoff",1
"Ali Hasan","Zaker Taqawi",1
"Ali Khan","A Balbirnie",1
"Ali Khan","D Heyliger",1
"Ali Khan","L Tucker",1
"Ali Khan","OGL Bascome",1
"Ali Khan","Ravinderpal Singh",1
"Ali Khan","W McClintock",1
"Ali Masood","A McAuley",1
"Ali Masood","C Smith",1
"Ali Masood","CPPM Sadun",1
"Ali Masood","Gurpratap Singh",2
"Ali Masood","SMK Waththage",1
"Ali Masood","TK Lal",1
"Ali Masood","Zeeshan Sarwar",1
"Ali Nayyer","A Reyes",1
"Ali Nayyer","B Arora",1
"Ali Nayyer","Bilal Muhammad",1
"Ali Nayyer","Dylan Steyn",1
"Ali Nayyer","HA Jackson",1
"Ali Nayyer","I Katzarski",1
"Ali Nayyer","J Marples",1
"Ali Nayyer","K Nestor",1
"Ali Nayyer","L Bruce",1
"Ali Nayyer","Noman Amjad",1
"Ali Nayyer","Raza Iqbal",1
"Ali Nayyer","Usman Arif (2)",1
"Ali Nayyer","VP Thamotharam",1
"Ali Waqar","Jaweed Sadran",1
"Ali Waqar","Sami Ullah",1
"Ali Waqar","Taranjeet Singh",1
"Ali Yalmaz","G Schachat",1
"Ali Yalmaz","M Cohen",1
"Ali Yalmaz","Naveed Ahmed",1
"Ali Yalmaz","S Grover",1
"Ali Yalmaz","Sami Ullah",1
"Alok Kapali","Shahid Afridi",1
"Alok Kapali","Umar Akmal",1
"AM Ellis","LJ Wright",1
"AM Ellis","SR Patel",1
"AM Fernando","Rahmanullah Gurbaz",1
"AM Fernando","Rashid Khan",1
"AM Fernando","Sabbir Rahman",1
"AM Guruge","Adnan Ilyas",1
"AM Guruge","H Masakadza",1
"AM Guruge","SC Williams",1
"AM Guruge","SJ Myburgh",1
"AM Guruge","Zeeshan Maqsood",1
"AM Kimote","A Gbla",1
"AM Kimote","AA Obanda",1
"AM Kimote","E Ernest",1
"AM Kimote","EB Ringera",1
"AM Kimote","FA Cossa",1
"AM Kimote","I Master",1
"AM Kimote","JO Adedeji",1
"AM Kimote","L Lamin",1
"AM Kimote","RN Patel",1
"AM Kimote","SDJJ Dima",1
"AM Kimote","SF Nhavotso",1
"AM Kimote","Z Abbasi",1
"AM Phangiso","BB McCullum",1
"AM Phangiso","DJ Bravo",2
"AM Phangiso","DR Smith",1
"AM Phangiso","GD Elliott",1
"AM Phangiso","GH Worker",1
"AM Phangiso","HDRL Thirimanne",1
"AM Phangiso","JEC Franklin",1
"AM Phangiso","KS Williamson",1
"AM Phangiso","LD Chandimal",1
"AM Phangiso","Liton Das",1
"AM Phangiso","Mahmudullah",1
"AM Phangiso","MJ Guptill",1
"AM Phangiso","Mushfiqur Rahim",1
"AM Phangiso","Nasir Hossain",2
"AM Phangiso","Nasir Jamshed",1
"AM Phangiso","Shakib Al Hasan",1
"AM Phangiso","Soumya Sarkar",1
"AM Phangiso","ST de Silva",1
"AM Phangiso","TAM Siriwardana",1
"Amandeep Singh","Saber Zakhil",1
"Amandeep Singh","Shaheryar Butt",1
"Amandeep Singh","Sheraz Sheikh",1
"Amar Sharma","BA Pai",1
"Amar Sharma","Dylan Steyn",1
"Amar Sharma","H Lakov",1
"Amar Sharma","Hadisullah Tarakhel",1
"Amar Sharma","Ijaz Hussain",1
"Amar Sharma","K Nestor",1
"Amar Sharma","Khaibar Deldar",1
"Amar Sharma","KJ Ferrary",1
"Amar Sharma","M Martin",1
"Amar Sharma","Muhammad Muneeb",1
"Amar Sharma","S Periyalwar",1
"Amar Sharma","S Ramakrishnan",1
